Player,grupo_posicional,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
Nikola Moro,Pivote,1.8696393658443917,-1.6701076350563724,-1.2304585411723183,-0.8547730144769486,0.16451134677232793,-1.013430997343636,1.128910786327257,-1.9122954199103246,-1.1486838674381732
Luca Lipani,Pivote,-0.5171625424053609,0.45816114044224504,1.9050143021707697,1.1074554372124723,0.37283503959572994,-0.07790361367134437,0.572348074256513,1.0206865433303436,-1.3948943284711166
Nahuel Estévez,Pivote,-1.2389308527386422,-1.0328849169754588,2.1576916443600487,-0.9093933749468174,-0.86156391932688,-0.2943201443782001,-0.38230978178290775,-0.8956453480469124,0.6281305791349077
Morten Frendrup,Pivote,0.11218055038744228,0.11909795841315406,-2.6335115196822523,0.7003952911511575,-0.9486569422712158,0.7088952434490087,-0.4683543530794402,-0.18588991583485645,0.3158675451487427
Atakan Karazor,Pivote,-1.1040507739214918,1.3726682758302244,0.9660492544579271,-1.3542943626604236,-0.5480044877153054,-0.6095892238296006,0.5850694856733024,0.09642378302905989,1.0332075262485967
Vinicius Souza,Pivote,-2.7482294875634175,1.0192839182017186,-0.5562395835256524,1.4826043285515922,-0.24722078272033546,0.3610813653406954,0.03249258275443614,0.4103886782309592,0.15076703440889963
Yannik Engelhardt,Pivote,2.004714722476772,0.0222151279603671,-1.0025405452069165,0.5470195748113311,-0.9193219980244337,-0.362521609801897,0.1726017019744448,-0.3692100832293922,0.5262416183706153
Nicolas Seiwald,Pivote,-1.123733992244829,-0.8470620740227502,0.31930004616437624,-0.5599658279722423,-0.22009057709117233,2.068716255543968,0.0027080028657996656,0.45230957261214516,-0.00948460379163287
Philipp Sander,Pivote,1.530307078498597,-1.5508440827284518,-1.747490103024226,0.07964399191279972,-0.3853106877040304,3.1452505970905045,2.0678784323595343,2.614048579513489,-0.5726702557416834
Robin Fellhauer,Pivote,3.00286738216992,-1.5604029198630245,0.13685587107299232,-0.4936260050641096,-0.07460593558545411,-0.3238505297097407,0.038046052381870886,-1.0170155088363098,-0.8430599207439438
Lennard Maloney,Pivote,-2.183380431746083,0.3112412869106292,0.1872219315796293,1.1457188391362103,1.2702647861591008,-0.1420424477804084,1.2240527272156805,0.5893178350763715,-1.8641059756986524
Jonas Meffert,Pivote,-3.7413580985376225,-1.0227815573605594,-1.574592420823636,-1.498946211189492,-0.7291459792955075,0.03533471209631015,-1.3788329772163583,0.32026819861368483,-0.405945227882371
Tim Schnitzer,Pivote,-3.603429603485288,-1.8346092537405625,-1.2885186628528429,-2.4629970052734134,-0.1734927217110475,-1.4103231248358012,-0.34050037792048427,-0.03381534465873067,0.6511153662610365
Aleksandar Pavlovic,Pivote,3.7878471197293297,-1.5032907567635732,-0.8317093204557308,-0.3792218007709922,-0.3441291396924785,-0.023382087456085884,-0.9542837464627806,-0.4790578729009774,-0.04156794276340683
Ellyes Skhiri,Pivote,-2.6701252950771988,3.1568887657613587,-0.9146158630500948,-3.7466233775133824,0.8324267132315113,0.4589386090213492,1.441881335208415,-0.8569400311374197,0.5882110778906954
Salih Özcan,Pivote,-3.0940037087672025,-0.8109043703916871,0.37790906994353696,-0.13859050002053697,0.12265403666049973,0.6942157554878574,-1.3250434116505936,-0.9888204791020031,-0.32991432351186784
Eric Martel,Pivote,2.5074605964973258,3.9940545738966313,-0.6368960815895693,-1.4535208319040835,-0.2027624340700753,0.13768112538257002,0.004379548848385702,-0.7511521041004047,0.5688668598210825
Sota Kawasaki,Pivote,-3.214650519513285,0.48360642542200677,-0.02676688218323468,0.5853938604075738,-0.7047864380150277,-0.35269693597461954,-0.28391192939833065,-0.22913939213014034,-1.1359689226456837
Kristijan Jakić,Pivote,3.1857786883295898,-0.6332723653026859,-0.7630779604640673,0.25741654976663986,0.10770891963743098,-0.763467800758025,0.14605189197724674,0.006056797350109677,-0.3258513273486304
Angelo Stiller,Pivote,2.9828515735439916,-1.5306863369541266,0.6375670464921191,-0.7899990982668096,-1.2797430908317464,0.500597554349542,-0.04939260118345686,-1.3057715023362393,1.274153405723549
Nicolas Höfler,Pivote,-1.7854665473071805,-0.5547656741923059,-0.18276367201778979,1.120946908741114,2.4981274462371297,0.8996268132245718,-1.5344521844477916,1.488705275257784,1.030834620812975
